workerid,intensity,approach,rt,stimulus,trial_index
701,high,distract,5283,iaps/3068h.jpg,62
701,low,distract,5411,iaps/9102l.JPG,65
701,high,distract,2918,iaps/6831h.jpg,68
701,high,distract,3662,iaps/3530h.JPG,71
701,low,reappraise,4562,iaps/1301l.jpg,74
701,low,distract,4105,iaps/6010l.JPG,77
701,high,distract,3075,iaps/3261h.jpg,80
701,high,distract,2100,iaps/9410h.JPG,83
701,low,reappraise,10591,iaps/2691l.jpg,86
701,low,distract,3738,iaps/2312l.jpg,89
701,low,distract,1541,iaps/7360l.JPG,92
701,high,distract,3672,iaps/9252h.jpg,95
701,high,distract,3872,iaps/2053h.JPG,98
701,high,reappraise,4552,iaps/3000h.JPG,101
701,low,reappraise,2901,iaps/2278l.jpg,104
701,low,distract,3588,iaps/9120l.JPG,107
701,low,distract,4908,iaps/2490l.JPG,110
701,high,distract,2848,iaps/3140h.JPG,113
701,low,distract,2073,iaps/9470l.jpg,116
701,high,reappraise,6813,iaps/2800h.JPG,119
701,high,distract,3882,iaps/3180h.JPG,122
701,high,distract,8730,iaps/3150h.JPG,125
701,low,distract,2030,iaps/6836l.jpg,128
752,high,reappraise,2048,iaps/3180h.JPG,41
752,high,reappraise,3910,iaps/3230h.JPG,44
752,low,distract,1236,iaps/2700l.JPG,47
752,high,distract,2627,iaps/9410h.JPG,50
752,low,reappraise,2955,iaps/9160l.JPG,53
752,low,reappraise,2215,iaps/1301l.jpg,56
752,high,distract,2173,iaps/2053h.JPG,59
752,high,distract,1728,iaps/3000h.JPG,62
752,low,distract,2265,iaps/6836l.jpg,65
752,high,reappraise,1896,iaps/2800h.JPG,68
752,high,distract,1839,iaps/3261h.jpg,71
752,high,reappraise,2448,iaps/3530h.JPG,74
752,low,reappraise,2320,iaps/6190l.JPG,77
752,low,distract,6936,iaps/2278l.jpg,80
752,low,reappraise,1819,iaps/2312l.jpg,83
752,high,reappraise,1320,iaps/6831h.jpg,86
752,low,reappraise,1931,iaps/9440l.JPG,89
752,low,reappraise,4307,iaps/7360l.JPG,92
752,low,reappraise,2041,iaps/2490l.JPG,95
752,low,reappraise,1952,iaps/9102l.JPG,98
752,low,distract,2084,iaps/6010l.JPG,101
752,high,distract,2277,iaps/9252h.jpg,104
752,low,distract,2315,iaps/9470l.jpg,107
752,high,distract,1969,iaps/3140h.JPG,110
752,high,distract,1951,iaps/3068h.jpg,113
752,high,distract,1742,iaps/3150h.JPG,116
752,high,distract,1459,iaps/9181h.jpg,119
752,high,distract,2299,iaps/9420h.JPG,122
752,low,reappraise,2100,iaps/9120l.JPG,125
752,low,reappraise,1870,iaps/2691l.jpg,128
679,high,distract,1881,iaps/9252h.jpg,41
679,low,reappraise,2009,iaps/2312l.jpg,44
679,low,distract,3710,iaps/6190l.JPG,47
679,low,reappraise,1752,iaps/2700l.JPG,50
679,low,reappraise,3817,iaps/1301l.jpg,53
679,high,distract,2454,iaps/3230h.JPG,56
679,low,distract,2372,iaps/2691l.jpg,59
679,high,reappraise,1941,iaps/2053h.JPG,62
679,high,distract,1653,iaps/3140h.JPG,65
679,high,reappraise,1529,iaps/3180h.JPG,68
679,low,distract,1893,iaps/7360l.JPG,71
679,low,distract,4879,iaps/9470l.jpg,74
679,high,distract,2610,iaps/3530h.JPG,77
679,low,reappraise,1547,iaps/2490l.JPG,80
679,high,distract,1656,iaps/9420h.JPG,83
679,low,reappraise,1501,iaps/6836l.jpg,86
679,high,distract,1904,iaps/3068h.jpg,89
679,low,reappraise,3346,iaps/9102l.JPG,92
679,high,distract,9502,iaps/6831h.jpg,95
679,high,distract,1756,iaps/9410h.JPG,98
679,low,reappraise,1913,iaps/9440l.JPG,101
679,low,reappraise,1660,iaps/2278l.jpg,104
679,low,reappraise,1819,iaps/9160l.JPG,107
679,high,distract,2179,iaps/3150h.JPG,110
679,high,distract,2230,iaps/3261h.jpg,113
679,high,distract,2832,iaps/9181h.jpg,116
679,high,distract,1594,iaps/3000h.JPG,119
679,low,reappraise,2388,iaps/9120l.JPG,122
679,low,reappraise,2172,iaps/6010l.JPG,125
679,high,distract,2080,iaps/2800h.JPG,128
703,low,distract,3399,iaps/9102l.JPG,41
703,low,reappraise,2583,iaps/2312l.jpg,44
703,low,distract,2996,iaps/9120l.JPG,47
703,low,distract,3581,iaps/1301l.jpg,50
703,high,distract,2722,iaps/3230h.JPG,53
703,high,distract,2732,iaps/3261h.jpg,56
703,high,distract,3516,iaps/3150h.JPG,59
703,high,reappraise,3161,iaps/2053h.JPG,62
703,high,reappraise,3184,iaps/3140h.JPG,65
703,low,reappraise,3256,iaps/2278l.jpg,68
703,high,distract,2362,iaps/3530h.JPG,71
703,low,distract,3295,iaps/7360l.JPG,74
703,high,distract,2263,iaps/3000h.JPG,77
703,low,distract,5138,iaps/2490l.JPG,80
703,high,distract,2163,iaps/3068h.jpg,83
703,high,distract,2408,iaps/2800h.JPG,86
703,high,reappraise,2652,iaps/9252h.jpg,89
703,low,reappraise,2524,iaps/9160l.JPG,92
703,low,reappraise,3731,iaps/6190l.JPG,95
703,low,reappraise,4682,iaps/9470l.jpg,98
703,high,distract,2489,iaps/9181h.jpg,101
703,high,reappraise,2554,iaps/3180h.JPG,104
703,low,reappraise,1886,iaps/2700l.JPG,107
703,low,reappraise,2333,iaps/6010l.JPG,110
703,high,reappraise,2479,iaps/9410h.JPG,113
703,high,distract,1485,iaps/9420h.JPG,116
703,low,reappraise,1702,iaps/9440l.JPG,119
703,low,reappraise,2402,iaps/2691l.jpg,122
703,high,distract,1983,iaps/6831h.jpg,125
703,low,reappraise,2838,iaps/6836l.jpg,128
165,low,reappraise,10277,iaps/2700l.JPG,41
165,low,reappraise,3970,iaps/1301l.jpg,44
165,high,reappraise,1106,iaps/2800h.JPG,47
165,low,reappraise,3330,iaps/9470l.jpg,50
165,high,reappraise,2069,iaps/3530h.JPG,53
165,high,reappraise,3760,iaps/2053h.JPG,56
165,low,reappraise,3133,iaps/9440l.JPG,59
165,high,reappraise,2048,iaps/3140h.JPG,62
165,high,distract,2411,iaps/6831h.jpg,65
165,low,distract,4328,iaps/9120l.JPG,68
165,low,reappraise,2534,iaps/2490l.JPG,71
165,low,reappraise,1737,iaps/7360l.JPG,74
165,high,reappraise,2895,iaps/3230h.JPG,77
165,low,distract,3350,iaps/2278l.jpg,80
165,high,distract,1127,iaps/3180h.JPG,83
165,low,distract,1982,iaps/2312l.jpg,86
165,low,distract,3400,iaps/9102l.JPG,89
165,high,reappraise,3090,iaps/9181h.jpg,92
165,high,distract,1448,iaps/9420h.JPG,95
165,low,distract,2191,iaps/6190l.JPG,98
165,low,distract,2114,iaps/9160l.JPG,101
165,low,reappraise,2178,iaps/6010l.JPG,104
165,high,reappraise,1358,iaps/9410h.JPG,107
165,low,distract,3683,iaps/2691l.jpg,110
165,high,distract,3125,iaps/3000h.JPG,113
165,high,distract,1938,iaps/9252h.jpg,116
165,high,distract,1751,iaps/3150h.JPG,119
165,high,distract,1586,iaps/3068h.jpg,122
165,high,reappraise,1348,iaps/3261h.jpg,125
165,low,reappraise,1452,iaps/6836l.jpg,128
694,high,distract,3350,iaps/3140h.JPG,41
694,high,reappraise,2328,iaps/9181h.jpg,44
694,high,reappraise,2806,iaps/3261h.jpg,47
694,low,distract,1860,iaps/2691l.jpg,50
694,low,distract,1836,iaps/7360l.JPG,53
694,low,reappraise,3764,iaps/9102l.JPG,56
694,low,distract,1637,iaps/9440l.JPG,59
694,low,distract,1306,iaps/6190l.JPG,62
694,low,reappraise,2177,iaps/9120l.JPG,65
694,high,reappraise,1880,iaps/3150h.JPG,68
694,low,distract,1564,iaps/9160l.JPG,71
694,low,distract,1402,iaps/6836l.jpg,74
694,high,distract,2608,iaps/9252h.jpg,77
694,high,reappraise,7795,iaps/6831h.jpg,80
694,low,reappraise,1369,iaps/9470l.jpg,83
694,high,distract,2017,iaps/3068h.jpg,86
694,low,distract,1418,iaps/2278l.jpg,89
694,high,reappraise,1623,iaps/9410h.JPG,92
694,low,distract,2530,iaps/1301l.jpg,95
694,low,distract,3363,iaps/6010l.JPG,98
694,high,reappraise,1705,iaps/3180h.JPG,101
694,high,reappraise,2790,iaps/2053h.JPG,104
694,low,reappraise,1293,iaps/2312l.jpg,107
694,high,distract,1776,iaps/3000h.JPG,110
694,low,distract,1529,iaps/2490l.JPG,113
694,high,distract,3423,iaps/9420h.JPG,116
694,high,distract,2264,iaps/2800h.JPG,119
694,low,reappraise,1207,iaps/2700l.JPG,122
694,high,distract,1885,iaps/3230h.JPG,125
694,high,reappraise,2039,iaps/3530h.JPG,128
698,low,reappraise,2501,iaps/9160l.JPG,41
698,low,distract,2499,iaps/2278l.jpg,44
698,high,distract,2316,iaps/3140h.JPG,47
698,low,reappraise,3519,iaps/6010l.JPG,50
698,low,distract,1984,iaps/2691l.jpg,53
698,low,reappraise,1687,iaps/7360l.JPG,56
698,high,distract,1482,iaps/2053h.JPG,59
698,low,distract,1668,iaps/9120l.JPG,62
698,high,distract,3682,iaps/2800h.JPG,65
698,high,reappraise,2267,iaps/3530h.JPG,68
698,low,reappraise,1850,iaps/2700l.JPG,71
698,low,reappraise,2378,iaps/6190l.JPG,74
698,high,distract,2625,iaps/9420h.JPG,77
698,low,reappraise,1866,iaps/2490l.JPG,80
698,high,distract,1419,iaps/3150h.JPG,83
698,low,distract,2173,iaps/6836l.jpg,86
698,low,distract,1390,iaps/9470l.jpg,89
698,high,distract,1275,iaps/9410h.JPG,92
698,low,reappraise,1480,iaps/1301l.jpg,95
698,high,distract,1209,iaps/3068h.jpg,98
698,low,distract,1346,iaps/2312l.jpg,101
698,high,distract,1370,iaps/9252h.jpg,104
698,high,reappraise,1451,iaps/3180h.JPG,107
698,low,distract,1432,iaps/9440l.JPG,110
698,low,reappraise,1569,iaps/9102l.JPG,113
698,high,distract,1355,iaps/6831h.jpg,116
698,high,distract,1363,iaps/3000h.JPG,119
698,high,distract,1274,iaps/3230h.JPG,122
698,high,distract,2484,iaps/9181h.jpg,125
698,high,distract,1333,iaps/3261h.jpg,128
702,low,reappraise,4588,iaps/2490l.JPG,41
702,low,reappraise,3038,iaps/2700l.JPG,44
702,high,reappraise,8587,iaps/2800h.JPG,47
702,high,distract,4331,iaps/3230h.JPG,50
702,low,reappraise,2616,iaps/9440l.JPG,53
702,low,reappraise,2988,iaps/7360l.JPG,56
702,high,reappraise,2689,iaps/3140h.JPG,59
702,low,reappraise,3722,iaps/6010l.JPG,62
702,high,distract,4223,iaps/9252h.jpg,65
702,low,reappraise,4972,iaps/2691l.jpg,68
702,high,reappraise,3488,iaps/3000h.JPG,71
702,high,reappraise,5038,iaps/6831h.jpg,74
702,high,distract,3772,iaps/9420h.JPG,77
702,high,distract,4526,iaps/3530h.JPG,80
702,low,reappraise,6205,iaps/9160l.JPG,83
702,high,reappraise,3415,iaps/3261h.jpg,86
702,high,distract,4250,iaps/9181h.jpg,89
702,high,reappraise,4018,iaps/2053h.JPG,92
702,high,reappraise,2731,iaps/3150h.JPG,95
702,low,reappraise,2702,iaps/9120l.JPG,98
702,high,distract,3641,iaps/9410h.JPG,101
702,low,reappraise,3097,iaps/2312l.jpg,104
702,low,reappraise,2342,iaps/9470l.jpg,107
702,low,reappraise,2547,iaps/6190l.JPG,110
702,low,reappraise,2669,iaps/6836l.jpg,113
702,high,reappraise,2919,iaps/3180h.JPG,116
702,low,reappraise,1990,iaps/1301l.jpg,119
702,high,reappraise,3715,iaps/3068h.jpg,122
702,low,reappraise,3535,iaps/2278l.jpg,125
702,low,distract,8511,iaps/9102l.JPG,128
670,high,distract,3555,iaps/9410h.JPG,41
670,high,distract,7836,iaps/3000h.JPG,44
670,high,distract,3361,iaps/3140h.JPG,47
670,high,reappraise,9738,iaps/3180h.JPG,50
670,low,distract,2721,iaps/9470l.jpg,53
670,low,distract,2004,iaps/2490l.JPG,56
670,low,reappraise,2292,iaps/1301l.jpg,59
670,high,distract,2507,iaps/3068h.jpg,62
670,high,distract,2451,iaps/6831h.jpg,65
670,high,distract,1821,iaps/9181h.jpg,68
670,high,distract,2569,iaps/2800h.JPG,71
670,low,reappraise,2241,iaps/2691l.jpg,74
670,low,reappraise,5118,iaps/7360l.JPG,77
670,high,distract,2060,iaps/3530h.JPG,80
670,high,distract,2384,iaps/3230h.JPG,83
670,low,reappraise,3093,iaps/9120l.JPG,86
670,low,distract,2205,iaps/9440l.JPG,89
670,high,distract,3337,iaps/3261h.jpg,92
670,high,distract,2154,iaps/3150h.JPG,95
670,low,distract,1735,iaps/6190l.JPG,98
670,low,reappraise,2137,iaps/2312l.jpg,101
670,high,distract,2027,iaps/9252h.jpg,104
670,high,distract,1803,iaps/2053h.JPG,107
670,low,distract,2438,iaps/6010l.JPG,110
670,low,reappraise,2154,iaps/2278l.jpg,113
670,low,reappraise,2167,iaps/9160l.JPG,116
670,low,distract,1819,iaps/6836l.jpg,119
670,high,distract,1603,iaps/9420h.JPG,122
670,low,reappraise,1905,iaps/2700l.JPG,125
670,low,distract,2038,iaps/9102l.JPG,128
169,high,distract,2676,iaps/3530h.JPG,41
169,low,reappraise,2913,iaps/2490l.JPG,44
169,low,distract,2667,iaps/9470l.jpg,47
169,low,reappraise,2678,iaps/9120l.JPG,50
169,low,distract,1933,iaps/6836l.jpg,53
169,low,distract,3782,iaps/9440l.JPG,56
169,low,reappraise,5102,iaps/6190l.JPG,59
169,high,distract,2065,iaps/3140h.JPG,62
169,high,reappraise,1914,iaps/2053h.JPG,65
169,high,reappraise,2625,iaps/2800h.JPG,68
169,low,reappraise,3433,iaps/2691l.jpg,71
169,high,distract,2093,iaps/3180h.JPG,74
169,low,reappraise,2455,iaps/2312l.jpg,77
169,low,reappraise,3294,iaps/9160l.JPG,80
169,low,reappraise,4114,iaps/2278l.jpg,83
169,high,reappraise,2811,iaps/3230h.JPG,86
169,low,reappraise,3956,iaps/6010l.JPG,89
169,low,reappraise,4106,iaps/9102l.JPG,92
169,high,distract,1623,iaps/3150h.JPG,95
169,high,distract,1740,iaps/3261h.jpg,98
169,high,distract,1890,iaps/9420h.JPG,101
169,high,distract,1325,iaps/3000h.JPG,104
169,low,reappraise,1872,iaps/2700l.JPG,107
169,high,reappraise,4242,iaps/3068h.jpg,110
169,low,reappraise,1597,iaps/7360l.JPG,113
169,high,distract,1491,iaps/6831h.jpg,116
169,low,reappraise,1816,iaps/1301l.jpg,119
169,high,distract,1516,iaps/9252h.jpg,122
169,high,distract,1838,iaps/9181h.jpg,125
169,high,distract,1377,iaps/9410h.JPG,128
690,high,reappraise,4305,iaps/2800h.JPG,41
690,low,distract,12863,iaps/2490l.JPG,44
690,low,reappraise,8957,iaps/1301l.jpg,47
690,high,reappraise,2934,iaps/3230h.JPG,50
690,low,reappraise,4597,iaps/9120l.JPG,53
690,low,reappraise,4414,iaps/9102l.JPG,56
690,high,reappraise,10077,iaps/3261h.jpg,59
690,low,distract,2872,iaps/2691l.jpg,62
690,low,distract,1911,iaps/2312l.jpg,65
690,high,reappraise,2489,iaps/9410h.JPG,68
690,low,distract,8038,iaps/9160l.JPG,71
690,high,distract,1283,iaps/9181h.jpg,74
690,high,distract,1238,iaps/2053h.JPG,77
690,low,distract,4435,iaps/2278l.jpg,80
690,low,reappraise,2081,iaps/9470l.jpg,83
690,low,reappraise,2149,iaps/9440l.JPG,86
690,high,reappraise,11637,iaps/6831h.jpg,89
690,low,reappraise,1995,iaps/6190l.JPG,92
690,high,reappraise,2067,iaps/3150h.JPG,95
690,high,distract,2795,iaps/3530h.JPG,98
690,high,distract,698,iaps/9252h.jpg,101
690,high,reappraise,2661,iaps/3180h.JPG,104
690,high,distract,3746,iaps/3140h.JPG,107
690,high,reappraise,1977,iaps/9420h.JPG,110
690,low,reappraise,1556,iaps/7360l.JPG,113
690,low,reappraise,1334,iaps/6836l.jpg,116
690,high,distract,2394,iaps/3068h.jpg,119
690,low,distract,1655,iaps/2700l.JPG,122
690,low,reappraise,6344,iaps/6010l.JPG,125
690,high,reappraise,1770,iaps/3000h.JPG,128
674,low,reappraise,2570,iaps/6190l.JPG,41
674,high,reappraise,2075,iaps/9181h.jpg,44
674,high,distract,2112,iaps/3140h.JPG,47
674,high,distract,1847,iaps/3261h.jpg,50
674,low,reappraise,1506,iaps/9470l.jpg,53
674,low,reappraise,1594,iaps/2700l.JPG,56
674,low,distract,2162,iaps/2490l.JPG,59
674,high,reappraise,2034,iaps/3230h.JPG,62
674,high,distract,2690,iaps/6831h.jpg,65
674,low,reappraise,1758,iaps/6836l.jpg,68
674,high,distract,1936,iaps/3068h.jpg,71
674,high,reappraise,1716,iaps/9410h.JPG,74
674,low,distract,1866,iaps/9160l.JPG,77
674,low,reappraise,1930,iaps/9440l.JPG,80
674,high,distract,1950,iaps/3150h.JPG,83
674,high,distract,1957,iaps/3530h.JPG,86
674,high,distract,1781,iaps/2053h.JPG,89
674,high,reappraise,1425,iaps/9420h.JPG,92
674,low,reappraise,1813,iaps/2691l.jpg,95
674,high,reappraise,1568,iaps/9252h.jpg,98
674,low,reappraise,2952,iaps/6010l.JPG,101
674,low,reappraise,21982,iaps/9102l.JPG,104
674,low,reappraise,1398,iaps/1301l.jpg,107
674,low,reappraise,1630,iaps/9120l.JPG,110
674,low,reappraise,1570,iaps/2278l.jpg,113
674,high,distract,1754,iaps/3000h.JPG,116
674,low,reappraise,1554,iaps/2312l.jpg,119
674,high,reappraise,1479,iaps/2800h.JPG,122
674,high,reappraise,1862,iaps/3180h.JPG,125
674,low,reappraise,2048,iaps/7360l.JPG,128
683,low,reappraise,3909,iaps/1301l.jpg,41
683,low,distract,4057,iaps/9160l.JPG,44
683,high,reappraise,3985,iaps/3530h.JPG,47
683,low,reappraise,5911,iaps/9102l.JPG,50
683,low,reappraise,4201,iaps/9440l.JPG,53
683,high,distract,2809,iaps/2800h.JPG,56
683,low,reappraise,3479,iaps/2312l.jpg,59
683,high,distract,2554,iaps/3180h.JPG,62
683,high,distract,3017,iaps/3140h.JPG,65
683,high,distract,4259,iaps/3068h.jpg,68
683,high,distract,2628,iaps/3000h.JPG,71
683,high,distract,7046,iaps/3150h.JPG,74
683,low,reappraise,3130,iaps/7360l.JPG,77
683,high,reappraise,3848,iaps/9420h.JPG,80
683,low,reappraise,2937,iaps/9120l.JPG,83
683,low,reappraise,6326,iaps/9470l.jpg,86
683,high,distract,2554,iaps/9181h.jpg,89
683,low,reappraise,2881,iaps/6190l.JPG,92
683,high,distract,2060,iaps/6831h.jpg,95
683,low,reappraise,2595,iaps/2278l.jpg,98
683,high,distract,2214,iaps/2053h.JPG,101
683,low,reappraise,3596,iaps/2700l.JPG,104
683,low,distract,3741,iaps/2691l.jpg,107
683,high,distract,2999,iaps/9410h.JPG,110
683,low,reappraise,2527,iaps/2490l.JPG,113
683,high,distract,2389,iaps/3261h.jpg,116
683,low,reappraise,2623,iaps/6836l.jpg,119
683,high,distract,2535,iaps/3230h.JPG,122
683,high,reappraise,3741,iaps/9252h.jpg,125
683,low,reappraise,2551,iaps/6010l.JPG,128
